d_codigo,d_asenta,c_mnpio
22246,Terrazas del Valle,4
22246,Viñedos Casa Blanca,4
22250,Los Olivos,4
22250,El Realito,4
22253,El Refugio,4
22253,Terrazas La Morita,4
22254,Partido del Trabajo,4
22254,Colinas del Florido,4
22254,Santa Fe,4
22254,Ampliación Lomas de Tlatelolco,4
22254,Ojo de Agua (El Florido),4
22254,Maclovio Rojas,4
22254,Ojo de Agua,4
22254,Granjas Princesas del Sol,4
22254,Florido Viejo,4
22254,Lomas de Tlatelolco,4
22255,Nuevo Progreso,4
22255,Los Girasoles,4
22255,El Roble Tres R,4
22255,Quintas Campestre El Refugio,4
22260,Portezuelos,4
22330,Lomas del Valle,4
22330,El Niño,4
22330,Vista del Valle,4
22330,Tres M (Pérez),4
22330,La Fuente del Valle,4
22330,Terrazas del Valle 2a Sección,4
22330,Rancho 3 Piedras (La Ladrillera),4
22333,Javier Rojo Gómez,4
22334,Santa Fe,4
22335,Valle Redondo,4
22400,Libertad,4
22404,Aeropuerto,4
22404,Las Californias,4
22405,Anexa Postal,4
22406,Burócrata Ruiz Cortines,4
22406,Anexa Ruiz Cortines,4
22410,Alfonso Garzón,4
22410,Centro Urbano 70-76,4
22410,Lomas Taurinas,4
22414,Anexa Buena Vista,4
22414,Tomas Aquino,4
22414,Kennedy,4
22415,SEPANAL,4
22415,Buena Vista,4
22415,Chamizal,4
22416,Anexa Del Río,4
22416,Empleado Postal,4
22416,Mineral de Santa Fe,4
22416,López Leyva,4
22416,Defensores de Baja California,4
22416,Del Río,4
22420,Otay Insurgentes,4
22420,Altabrisa,4
22420,Ampliación Lomas Taurinas,4
22420,Insurgentes,4
22425,Bosque de las Araucarias,4
22425,La Pechuga,4
22425,Centro Comercial Otay,4
22426,Guadalupe Victoria,4
22426,Ex Ejido Tampico,4
22426,Misiones del Pedregal,4
22427,Laderas de Otay,4
22427,Otay Jardín,4
22427,Ignacio Zaragoza,4
22427,Universidad Sur,4
22427,Otay Jardín II,4
22430,Garita Otay,4
22430,Garita Internacional,4
22430,Mesa de Otay,4
22434,Perimetral Norte,4
22435,Roberto de La Madrid,4
22435,Nueva Tijuana,4
22436,Xicoténcatl Leyva (OE),4
22436,Otay Galerías,4
22436,Otay Diamantes,4
22440,Ejido Chilpancingo,4
22446,Ejido Chilpancingo,4
22450,Plaza Otay,4
22450,Otay Campestre,4
22450,Vista Alamar,4
22450,FOVISSSTE V,4
22450,Manuel Rivera Anaya,4
22450,Río Vista,4
22454,Tecnológico,4
22455,Campestre Murua,4
22456,Valle Vista 1a Sección,4
22456,Melchor Ocampo,4
22456,Murua Poniente,4
22456,Valle Vista 2a Sección,4
22457,Maestros Universitarios,4
22457,Otay Constituyentes,4
22457,Rinconada de Otay,4
22457,Delicias,4
22457,Plazas,4
22457,Rinconada 1,4
22457,Rinconada 2,4
22460,Arenales B,4
22460,Rancho Rivera,4
22464,Fernández,4
22464,Los Arenales A,4
22464,Riberas del Alamar,4
22465,Patrimonio Alamar,4
22465,Alamar,4
22465,Hidalgo,4
22465,Murua Oriente,4
22470,Magisterial,4
22470,Anexa Magisterial,4
22470,Las Torres,4
22473,Nido de las Águilas,4
22473,Rancho Escondido,4
22474,Pegaso II,4
22474,Pegaso I,4
22474,Granjas División del Norte,4
22476,10 de Mayo,4
22476,Granjas Familiares Unidas,4
22476,Insurgentes,4
22504,Playas de Tijuana Sección Playas Coronado,4
22504,Playas de Tijuana Sección Costa,4
22504,Playas de Tijuana Sección Terrazas,4
22505,Playas de Tijuana Sección el Dorado,4
22505,Playas de Tijuana Sección Jardines del Sol,4
22505,Playas de Tijuana Sección La Riviera,4
22505,Leonardo Rodriguez Alcaine,4
22505,La Perla Residencial,4
22506,Playas de Tijuana Sección Triangulo de Oro,4
22506,Playas de Tijuana Sección Costa Hermosa,4
22506,Playas de Tijuana Sección Costa de Oro,4
22506,Playas de Tijuana Sección Costa Azul,4
22510,Lázaro Cárdenas,4
22510,Alberto Bustamante,4
22510,Lázaro Cárdenas 3ra Mesa,4
22510,Mar Vista,4
22510,Xicotencatl Leyva Alemán,4
22515,Albatros,4
22515,Milenio 2000,4
22516,Villa Mar,4
22520,Cañón del Matadero Este,4
22520,Los Laureles,4
22520,El Mirador,4
22520,Lomas del Mirador,4
22520,Anexo los Laureles,4
22520,Cañón Tampico,4
22523,Gran Tenochtitlán,4
22523,Cañón de las Rosas,4
22523,Cañón Azteca,4
22523,Cañón del Matadero,4
22523,Cañón Miramar,4
22524,San Angel,4
22525,Ecologista,4
22525,Divina Providencia,4
22525,Anexa Divina Providencia,4
22525,Rancho Macías,4
22525,Vista Encantada,4
22525,San Bernardo (Terrazas de San Bernardo),4
22525,Corona Encantada,4
22526,Miramar,4
22526,Rancho las Flores 1a Sección,4
22526,Cañón Rosales,4
22526,Anexa Miramar,4
22526,Rancho las Flores 2a Sección,4
22530,Colina del Mediterráneo,4
22530,Soler,4
22530,Lomas Misión,4
22530,Misión del Sol,4
22534,Herrera,4
22534,Unión,4
22534,Santa Rosa (Ciudad),4
22535,Las Palmeras,4
22535,Cañón de las Palmeras,4
22535,Lomas Tijuana,4
22536,Los Altos (Ruíz Valencia),4
22536,División los Altos,4
22537,La Isla,4
22540,Puente La Joya,4
22544,Corona del Mar,4
22545,Roberto Yahuaca,4
22545,Las Cumbres,4
22555,Terrazas del Sol,4
22555,El Monte,4
22557,Antorcha II,4
22560,Baja Malibú,4
22560,San Antonio del Mar,4
22565,Real del Mar,4
22566,Campo Koa,4
22566,Hacienda del Mar,4
22566,Santa Mónica,4
22566,Brisas del Mar,4
22600,Montes Olímpicos,4
22600,Anexa Niños Héroes,4
22600,Cañón Rubí,4
22600,Artesanal,4
22600,El Cortez,4
22604,Pedregal de Santa Julia,4
22604,Nueva Aurora,4
22604,Loma Bonita Norte,4
22604,Nueva Aurora Sur,4
22604,Nuevo Milenio,4
22605,Reacomodo Obras Publicas,4
22605,Cañón de las Carretas,4
22605,Fausto González,4
22605,Loma Bonita (NA),4
22606,Xicotencatl Leyva,4
22606,Flores Magón,4
22607,Salvatierra,4
22607,Ampliación Salvatierra,4
22607,Modesto Ponce,4
22607,Granja Puesta del Sol,4
22607,La Cueva,4
22610,Ciudad Jardín,4
22610,Manuel Paredes II,4
22610,5 y 8 Hectáreas,4
22610,Manuel Paredes 3a Sección,4
22614,Anexa Herrera,4
22614,Patrimonial Benito Juárez,4
22614,Lomas del Pacifico,4
22614,I Ayuntamiento,4
22614,Anexa Roma,4
22615,Francisco Villa,4
22615,El Progreso,4
22616,Rancho La Cima,4
22616,Monte San Antonio,4
22620,Manuel Paredes I,4
22620,Niños Héroes,4
22620,Chihuahua,4
22620,Oaxaca (Ángel Fernández),4
22624,Obrera 2a Sección,4
22624,Obrera 3a Sección,4
22625,Obrera 1a Sección,4
22630,Valle del Rubí Sección Lomas,4
22630,Vivienda Popular,4
22634,La Sierra,4
22634,Residencial Las Cascadas,4
22634,Colinas del Rey,4
22634,Roberto Curiel,4
22635,Simón Bolívar,4
22635,Ignacio Ramírez,4
22635,Tepeyac,4
22635,Tejamen,4
22635,Alfonso Ballesteros,4
22635,Ampliación Tejamen,4
22635,Anexa Simón Bolívar,4
22635,Cumbres del Rubí,4
22635,Lomas del Río,4
22635,Lomas Villas,4
22636,Gutiérrez Ovalle,4
22636,Llamas Amaya,4
22636,Patrimonio Familiar,4
22636,Jardines de las Cruces,4
22636,Villegas,4
22636,Nueva Era,4
22637,Valle del Rubí Sección Terrazas,4
22637,Jardines del Rubí,4
22637,Anexa Pro Hogar,4
22640,Aguaje de La Tuna 1a Sección,4
22640,Aguaje de La Tuna 2a Sección,4
22640,Internacional,4
22640,Luis Echeverría,4
22640,De los Maestros,4
22640,Residencial La Esmeralda,4
22640,Anexa Internacional,4
22640,Nueva Esperanza (La Cuesta),4
22640,Sánchez Díaz,4
22643,Leandro Valle,4
22643,Xochimilco Solidaridad,4
22643,Mi Patrimonio,4
22643,Hacienda del Pacifico,4
22644,El Tecolote,4
22644,Genaro Vázquez,4
22644,Granjas el Tecolote,4
22644,Genaro Vázquez Sección Tres,4
22645,Monarca,4
22645,La Gloria,4
22645,Campestre La Gloria,4
22645,Jardines de La Gloria,4
22645,Real de La Gloria,4
22645,La Jolla,4
22646,Lagunitas,4
22646,Lagunitas 3a Sección,4
22647,Panamericano,4
22647,Alfa Panamericano,4
22650,Las 2 Palmas,4
22654,Hacienda San Martín,4
22654,El Chicote,4
22654,Bonilla,4
22654,Alfredo Ames,4
22654,Ejido Lázaro Cárdenas,4
22654,Ampliación Ejido Lázaro Cárdenas,4
22660,Francisco Zarco,4
22660,Xicoténcatl Dos,4
22663,Loma Encantada,4
22663,Hacienda las Flores,4
22664,La Cuestecita,4
22664,Leonardo Rodriguez Alcaine,4
22665,Cumbres del Sol,4
22665,Ley del Servicio Civil,4
22665,Terrazas de San Angel,4
22665,Lomas de San Antonio,4
22666,Pórticos de San Antonio,4
22666,Real de San Antonio,4
22666,Vista Bella,4
22667,Costa Dorada,4
22667,Las Villas Tijuana,4
22700,Rosarito Centro,5
22703,Termoeléctrica,5
22703,5ta. Plaza,5
22703,Machado,5
22703,Basso,5
22703,Lienzo Charro,5
22703,Echeverría,5
22703,Machado Sur,5
22703,Magisterial,5
22703,Mexicali,5
22703,Miramar,5
22703,Obrera,5
22703,Tijuana,5
22703,Reserva San Fernando,5
22703,Anexa Obrera,5
22703,Rosarito Este,5
22703,Machado Norte,5
22703,Vista al Mar,5
22704,Ampliación Reforma,5
22704,Reforma,5
22704,El Oasis,5
22705,Colinas de Aragón,5
22705,Santa Lucía,5
22705,Veracruz,5
22705,Independencia,5
22706,Colinas de Mazatlán,5
22706,Colinas del Sol,5
22706,La Herradura,5
22706,Ampliación Lucio Blanco,5
22706,Coral de Rosarito,5
22706,Plan Libertador,5
22706,Ampliación Benito Juárez,5
22706,Ampliación Plan Libertador,5
22706,Lucio Blanco,5
22706,Benito Juárez,5
22707,Ampliación Constitución,5
22707,Villas Siboney,5
22707,Colinas de Rosarito,5
22707,Rancho los Olivos,5
22707,Rinconada de Rosarito,5
22707,Rancho Altamira,5
22707,Constitución,5
22707,Rancho Chula Vista,5
22707,Eduardo Crosthwhite,5
22707,Crosthwhite,5
22707,Huacatay,5
22707,Ampliación Ejido Mazatlán,5
22707,17 de Agosto,5
22707,Lomas Altas,5
22707,La Capilla,5
22707,Santa Anita del Mar,5
22707,Morelos,5
22707,Vista Hermosa,5
22710,Popotla,5
22710,Playa Hermosa,5
22710,Camino Alegre,5
22710,El Mañana,5
22713,La Barca,5
22713,La Paloma,5
22713,Playa Encantada,5
22713,Castillos del Mar,5
22713,Villa Corona del Mar,5
22713,Villas de Rosarito,5
22713,Renes,5
22715,Misión del Mar I,5
22715,Misión del Mar II,5
22740,El Morro Kilómetro Treinta y Ocho,5
22740,Ladrillera Pescador,5
22740,El Refugio,5
22740,Bahía Cantiles (Cantiles Dorados),5
22740,Las Gaviotas,5
22740,Puerto Nuevo,5
22740,El Pescador [Centro Turístico],5
22740,Los Manantiales,5
22746,Santa Anita,5
22746,Alisitos,5
22746,Campo López,5
22746,El Campito,5
22760,Colinas del Mar,1
22760,Lomas del Sauzal,1
22760,Manchuria,1
22760,Santa Anita,1
22760,Baja Mar San Diego,1
22760,Brisa del Mar,1
22766,Ampliación Mixteca II,1
22767,Cuatro Milpas,1
22770,Los Eucaliptos,1
22785,Valle de las Palmas,1
22785,Chapultepec,1
22785,Aeropuerto,1
22785,El Ciprés,1
22785,Playas de Chapultepec,1
22785,Villas del Mar,1
22785,Valle de Chapultepec,1
22785,Jardines de Chapultepec,1
22785,Escritores,1
22785,El Naranjo,1
22785,Praderas del Ciprés Sección I,1
22785,Praderas del Ciprés Sección 2,1
22785,Vista del Mar,1
22785,Vista Hermosa,1
22785,Conjunto Artesanal,1
22785,Lomas de San Fernando 1,1
22785,Lomas de San Fernando 2,1
22785,Rinconada del Pedregal,1
22785,Las Palmas,1
22785,Domingo Luna,1
22790,Las Brisas,1
22790,Loma Bonita,1
22790,El Veladero (Ejido Nacionalista),1
22790,Reforma el Veladero,1
22790,La Escondida,1
22790,Durango,1
22790,Las Tinajitas,1
22790,Villas del Mar,1
22790,Nueva España,1
22790,Maneadero,1
22790,Bellavista,1
22790,Hogares del Puerto,1
22790,Sexta Sección,1
22790,Cañón Buena Vista,1
22790,El Paraíso,1
22793,Benito Juárez,1
22793,San Miguel,1
22793,Villa del Mar,1
22793,Arce,1
22793,Costa Azul,1
22795,Chula Vista,1
22796,Santa Juquila,1
22796,Colinas del Pedregal,1
22796,Brechas el Mirador,1
22798,Esperanza (Cañón San Carlos),1
22798,Santa Isabel (Cañón San Carlos),1
22800,Sección Primera,1
22810,Ejido Ruiz Cortines,1
22810,Lomas y Jardines de Valle Verde,1
22810,Popular Valle Verde 1,1
22810,Lázaro Cárdenas 1,1
22810,Lázaro Cárdenas 2,1
22810,Luis Donaldo Colosio,1
22810,Margaritas,1
22810,2 de Septiembre,1
22810,Arco iris,1
22812,San Rafael,1
22812,Vista Hermosa,1
22812,Vista al Sol,1
22812,Puesta de Sol,1
22812,Popular 89,1
22812,Ampliación Popular 89,1
22812,Colinas de San Angel,1
22813,Colinas del Paraíso,1
22813,Colinas de La Presa,1
22813,Cumbres de La Presa,1
22813,Colinas del Magisterio,1
22813,Nuevo Milenio,1
22813,Mar de Cortez,1
22813,Misiones de La Presa 2,1
22813,Alta Mar,1
22813,Misiones del Paraíso,1
22818,Mediterráneo,1
22818,Las Fincas,1
22818,Granjas Chapingo,1
22819,Popular Valle Verde 2,1
22819,Balcones de La Presa,1
22819,Rogelio Appel Chacón,1
22819,Ricardo Flores Magón,1
22819,Misiones de La Presa,1
22820,Azteca,1
22820,Bellavista,1
22820,Benito Juárez,1
22820,Empleados,1
22820,Estado de México,1
22820,Ignacio Allende,1
22820,Loma Linda,1
22820,Sexto Ayuntamiento,1
22820,Salinas de Gortari,1
22822,La Joyita,1
22822,Las Peñitas,1
22822,Las Flores,1
22830,Camilo Flores,1
22830,Luis Echeverría Alvarez,1
22830,México,1
22830,Misión,1
22830,Piedras Negras,1
22830,Reforma,1
22830,Revolución,1
22830,Tercer Ayuntamiento,1
22830,Ulbrich,1
22830,Bronce,1
22830,3 de Octubre,1
22830,28 de Agosto,1
22830,Las Rosas,1
22830,Obrera,1
22830,Pro-hogar,1
22830,Ampliación Revolución,1
22835,Ampliación Reforma,1
22839,Valle Verde,1
22840,Bonifaz Popoff,1
22840,Aviación,1
22840,Bustamante,1
22840,Careaga,1
22840,Jesús Munguia,1
22840,Granados,1
22840,Independencia,1
22840,Los Maestros,1
22840,Niños Héroes,1
22840,Escritores,1
22842,17 de Abril,1
22842,Libertad,1
22842,Emiliano Zapata,1
22842,Aguajito,1
22842,Gómez Morín,1
22842,Ampliación Gómez Morín,1
22842,Contreras,1
22842,San Luis,1
22850,Granjas el Gallo,1
22850,Jalisco,1
22850,Los Olivos,1
22850,Manuel Márquez de León,1
22850,Terrazas el Gallo,1
22850,Francisco Villa I,1
22850,Francisco Villa II,1
22852,Esperanza,1
22859,Ampliación Manuel Márquez de León,1
22860,Coronita,1
22860,Miguel Alemán,1
22860,Moderna,1
22860,Pedregal Playitas,1
22860,Territorio Sur,1
22870,Ampliación Chapultepec,1
22870,Chapultepec,1
22870,Ignacio Altamirano,1
22870,Quintas Papagayo,1
22870,San Marino,1
22879,Ampliación Moderna,1
22880,Bahía,1
22880,Buenaventura,1
22880,Hidalgo,1
22880,Nueva Ensenada,1
22880,Playa de Ensenada,1
22880,Vivienda Popular,1
22889,Ampliación Hidalgo,1
22890,Acapulco,1
22890,California,1
22890,Costa Azul,1
22890,Cuauhtémoc,1
22890,Josefa Ortiz de Domínguez,1
22890,Playa Hermosa,1
22890,Valle Dorado,1
22895,Adolfo Ruiz Cortines,1
22898,Carlos Pacheco (Ayuntamiento),1
22898,Costa Bella,1
22908,La Providencia,1
22908,México [Parcela Número Diez],1
22908,Brisas de San Telmo,1
22908,Abelardo L. Rodríguez,1
22909,Jardines del Mar,1
22910,Ampliación Capricornio,6
22910,Tierra y Libertad,6
22910,Benito Juárez,6
22910,Santa Candelaria,6
22910,Lomas de los Ángeles,6
22914,Hacienda Sinaloa,6
22920,Isabel Andrade,6
22920,Maclovio Rojas,6
22920,Arenal,6
22920,13 de Mayo,6
22920,Reforma,6
22920,Santa Fe,6
22920,Santa Fe Braulio Maldonado,6
22920,Militar Elpidio Berlanga de León,6
22920,El Colonial,6
22920,Emiliano Zapata,6
22920,Lic. Luis Echeverría Álvarez (Chula Vista),6
22920,Llamas,6
22920,Lomas de San Ramón (Triquis),6
22920,Playas de la Vicente Guerrero,6
22920,La Bendición,6
22930,Cachanilla,6
22930,Ampliación Nuevo Baja California,6
22930,Nuevo Baja California,6
22930,Lázaro Cárdenas,6
22930,Nuevo Mexicali,6
22930,Jardines del Valle,6
22930,Morelos,6
22930,Nueva Era,6
22930,Concordia,6
22930,Paseo de San Quintín,6
22930,Valle Dorado,6
22930,Popular Carmona,6
22930,Pinos de Madrid Etapa 1,6
22930,Praderas de San Quintín,6
22937,Loreto,6
22937,Lomas de Papalote,6
22937,Venustiano Carranza,6
22937,El Papalote,6
22937,Ampliación el Papalote,6
22937,Esmeralda,6
22940,San Quintín,6
22940,Las Flores,6
22940,Stokers,6
22940,San Fernando,6
22943,General Leandro Valle,6
22943,Profesor Graciano Sánchez,6
22950,Santa María (Los Pinos),6
22952,El Socorrito,6
22965,Cataviña,6
22994,Villa Jesús María,6
23000,Zona Central,3
23010,Ciudad del Cielo,3
23010,Colina del Sol,3
23010,Lomas de Palmira,3
23010,Agustín Olachea,3
23017,Paseos del Cortes,3
23018,Reforma,3
23019,Policentro Palmira,3
23019,Punta Prieta,3
23020,Colina de La Cruz,3
23020,Esterito,3
23020,Ladrillera,3
23020,Guerrero,3
23026,Antonio Navarro Rubio,3
23026,Ampliación Antonio Navarro Rubio,3
23029,Zona Militar,3
23030,Francisco Villa,3
23030,Guadalupe Victoria,3
23030,Independencia,3
23030,Lienzo Charro,3
23030,Loma Linda,3
23030,Magisterial,3
23030,San Pablo Guelatao,3
23034,Lázaro Cárdenas,3
23037,Jacinto Lopez,3
23038,Loma Obrera,3
23038,Ampliación Lázaro Cárdenas,3
23038,Villas de Guadalupe,3
23038,Vista Hermosa,3
23038,Laguna Azul,3
23038,Ampliación Marquez de Leon,3
23038,Marquez de Leon,3
23039,La Escondida,3
23040,Adolfo Ruiz Cortines,3
23040,La Rinconada,3
23040,Los Olivos,3
23040,Petrolera,3
23040,ISSSTE,3
23050,Bella Vista,3
23050,Benito Juárez Oriente,3
23050,Roma,3
23050,Rosaura Zapata,3
23050,Tecnológico,3
23050,Misiones de Loreto,3
23050,Cruz de Piedra,3
23050,Bella Vista Plus,3
23052,20 de Noviembre,3
23055,Jardines del Sur,3
23055,Ampliación Jardines del Sur,3
23056,Flores Magón,3
23056,Popular Indeco,3
23060,California,3
23060,Barrio El Manglito,3
23060,Inalámbrica,3
23060,Pueblo Nuevo,3
23060,Su Casa,3
23070,Emiliano Zapata,3
23070,Oro Blanco,3
23070,Residencial las Garzas,3
23070,Indeco,3
23075,Balandra,3
23075,Revolución,3
23075,3 de Mayo,3
23075,Agustín Arriola,3
23075,3 de Mayo II,3
23075,Revolución II,3
23076,Burocrática las Garzas,3
23076,Los Cactus,3
23076,Reforma,3
23076,Civilizadores I,3
23076,Civilizadores II,3
23077,17 de Octubre,3
23078,Embotelladores 83,3
23078,Libertad,3
23078,Unidad Donceles 28,3
23079,Las Garzas,3
23079,Rio Blanco,3
23080,8 de Octubre 1a Sección,3
23080,Rinconada el Cardonal,3
23080,Campestre el Mezquitito,3
23080,Los Bledales (La Ceibita),3
23080,28 de Octubre (Kilómetro 6),3
23080,1 de Mayo,3
23080,Mezquitito,3
23080,Santa María,3
23080,Agua Escondida,3
23083,Solidaridad Mezquitito,3
23083,San Fernando,3
23084,Ampliación El Progreso,3
23084,El Progreso,3
23084,Diana Laura,3
23084,VIVAH El Progreso,3
23084,La Cañada,3
23084,El Palmar II,3
23085,El Calandrio,3
23085,8 de Octubre 2a Sección,3
23085,Calandrio,3
23086,Ángel Cesar Mendoza Aramburo,3
23088,Agua Clara,3
23088,El Zacatal,3
23088,Ampliación Ayuntamiento,3
23089,Zona Antiguo Aeropuerto,3
23089,La Pasión C,3
23089,Jerico,3
23089,Los Pinos,3
23089,INVI Chametla,3
23089,Valle Dorado,3
23089,Villas de La Paz,3
23089,Villas del Cortes,3
23090,El Conchalito,3
23090,Jardines de La Paz,3
23090,Inalapa,3
23090,La Esperanza 2,3
23090,La Esperanza 3,3
23090,Cactus Harinera,3
23094,Sector La Selva Fidepaz,3
23095,La Sirena,3
23095,Sector Santa Rita,3
23096,Guaycura,3
23096,Playa de Santa Rita,3
23097,Los Pericues,3
23097,Mineros (Perla ROFOMEX),3
23097,Pueblo Nuevo,3
23098,CCC y Perla de La Paz,3
23098,Garzas Agrícolas,3
23098,Sector Inalapa,3
23099,Las Arboledas,3
23205,El Centenario,3
23205,Chametla,3
23205,Ampliación Centenario,3
23300,Centro,3
23300,La Esperanza,3
23300,San Vicente,3
23300,San Juan,3
23300,Las Flores,3
23300,San Ignacio,3
23300,El Rio,3
23300,Brisas del Pacifico,3
23390,Plutarco Elias Calles,3
23400,San José del Cabo Centro,8
23403,La Playa,8
23403,La Choya INFONAVIT,8
23405,Magisterial,8
23406,8 de Octubre,8
23406,Primero de Mayo,8
23406,5 de Febrero,8
23406,Costa Azul,8
23406,Lomas de La Jolla,8
23406,Villas de La Joya,8
23406,Cerro del Vigía,8
23406,Terrazas Costa Azul,8
23407,Rosarito,8
23407,Animas Bajas,8
23407,Guaymitas,8
23407,Rinconada La Huerta,8
23420,Real del Monte,8
23420,Santa Anita,8
23420,Aeropuerto,8
23425,Santa Catarina,8
23426,La Ballena,8
23426,Invi San José Viejo,8
23426,Loma Cruz,8
23427,Ampliación Vista Hermosa,8
23427,El Zacatal,8
23427,Vista Hermosa,8
23428,Santa Rosa,8
23434,Pénjamo,8
23434,Ampliación Veredas,8
23435,Las Veredas,8
23436,Buenos Aires,8
23436,San Bernabe,8
23437,San José Viejo,8
23440,Jesús Castro Agundes,8
23443,Mauricio Castro,8
23443,Chula Vista,8
23443,El Aguajito,8
23444,Pablo L Martinez,8
23444,Luis Donaldo Colosio,8
23444,Lomas de Rosarito,8
23445,Lomas de Guaymitas,8
23450,Cabo San Lucas Centro,8
23453,El Medano,8
23453,La Marina,8
23453,Terrasol,8
23453,El Pedregal,8
23454,El Tezal,8
23455,Cabo Bello,8
23455,Puesta del Sol,8
23460,Zona Ejidal,8
23460,Arenal,8
23460,Ampliación Mariano Matamoros,8
23460,La Joya,8
23462,Real Unidad,8
23462,Pueblo Nuevo,8
23462,Mesa Colorada,8
23462,Mesa Colorada II,8
23462,Mesa Colorada III,8
23468,Mariano Matamoros,8
23469,Benito Juárez,8
23469,Ampliación Juárez,8
23470,La Cruz,8
23470,Ampliación 4 de Marzo,8
23470,Ejidal,8
23470,Ildefonso Green,8
23470,Lienzo Charro Centro,8
23472,4 de Marzo,8
23472,Obrera,8
23472,Lomas del Faro Viejo,8
23473,Cerro de los Venados,8
23473,Los Cangrejos,8
23473,Gardenias,8
23474,Arcos del Sol,8
23474,Jardines del Sol,8
23474,La Esperanza,8
23477,Cabo Fierro,8
23477,Lomas del Sol,8
23477,Tierra y Libertad,8
23477,Progreso,8
23477,Las Palmas,8
23477,El Caribe,8
23477,Magisterial Viva,8
23477,Rosa Delia,8
23560,Las Cuevas,8
23600,Zona Centro,1
23600,Cerro Catedral,1
23600,INVI Olivos Juan Domínguez Cota,1
23620,Vargas,1
23620,Longoria,1
23641,Conjunto Urbano del Norte,1
23641,Ampliación 4 de marzo,1
23641,4 de Marzo,1
23670,Los Pinos,1
23670,Pueblo Nuevo,1
23676,Pioneros II,1
23676,Pioneros,1
23677,La Esperanza,1
23678,Plano Oriente,1
23690,Batequitos,1
23695,Roberto Esperon,1
23696,El Agricultor INDECO,1
23697,Brisas del Valle,1
23697,Magisterial,1
23700,Ciudad Insurgentes,1
23708,Rio Mayo,1
23710,Puerto Adolfo López Mateos,1
23720,Villa Hidalgo,1
23730,Benito Juárez,1
23734,Teotlan,1
23740,Puerto San Carlos,1
23760,Ley Federal de Aguas No 5,1
