d_codigo,d_asenta,c_mnpio
81872,La Bacilia,10
81872,La Calaca,10
81872,La Pitaya,10
81910,Sinaloa de Leyva Centro,17
81910,El Rastro,17
81912,El Kalzetin,17
81912,Tierra Blanca,17
81912,Choipa,17
81912,Lomas de San Phelipe,17
81912,Guadalupana,17
81912,Los Doctores,17
81913,La Choya,17
81915,La Torre,17
81916,Bellavista,17
81916,Ejidal,17
81916,San Jerónimo,17
81980,Naranjo Centro,17
81980,Alfredo V Bonfil,17
81983,Nuevo San Fermín,17
81983,Las Viejas,17
82000,Los Pinos,12
82000,Centro,12
82007,Loma Linda,12
82010,Estero,12
82010,Independencia,12
82010,Juan Carrasco,12
82010,Libertad,12
82010,Palos Prietos,12
82013,Ferrocarrilera,12
82015,Trópico de Cáncer,12
82018,Insurgentes,12
82019,Tierra y Libertad,12
82020,12 de Mayo,12
82020,Klein,12
82020,Bahías,12
82020,Nueva Creación,12
82028,Casas Económicas,12
82030,Montuosa,12
82030,Reforma,12
82035,Sanchez Taboada,12
82037,Francisco Solís,12
82038,Obrera,12
82040,Gabriel Leyva,12
82040,Lázaro Cárdenas,12
82040,Villas Playa Sur,12
82043,José de Nazaret,12
82043,Isla de la Piedra,12
82043,Vicente Guerrero,12
82043,Ecológica,12
82043,Anabella de Gavica,12
82048,Cerro de La Cruz,12
82050,Las Malvinas,12
82059,Casa Redonda,12
82060,Francisco I Madero,12
82060,José María Pino Suárez,12
82070,Ejido Rincón de Urías,12
82080,Gral. Rafael Buelna,12
82080,5ta Chapalita,12
82089,La Sirena,12
82089,Miramar,12
82090,Diaz Ordaz,12
82090,Ampliación Felipe Ángeles,12
82090,Felipe Ángeles,12
82090,Hacienda de Urias,12
82090,2a Ampliación Felipe Ángeles,12
82090,María del Mar,12
82090,Valle de Urias,12
82090,2da. Ampliación Valle de Urias,12
82099,Urias,12
82099,Ampliación de Urías II,12
82099,Ladrillera,12
82099,María Elena,12
82099,Ampliación de Urías I,12
82099,Ampliación de Urías III,12
82102,Marina El Cid,12
82112,Villas de Rueda,12
82112,Playa Linda,12
82120,Olimpo Infonavit,12
82120,Periodista,12
82120,Pueblo Nuevo,12
82120,Sanchez Celis,12
82120,El Toro,12
82120,Zafiro,12
82124,El Palmito,12
82124,Rincón de las Palmas,12
82127,Francisco Villa,12
82127,Dorados de Villa,12
82127,Libertad de Expresión,12
82127,Ejidal Francisco Villa,12
82129,Monte Calvario,12
82129,Huerta Grande,12
82134,Hogar Pescador,12
82134,Jesús Osuna,12
82134,Colosio Si,12
82134,Renato Vega,12
82134,Salinas de Gortari,12
82134,Valle Del Ejido,12
82134,Nuevo Milenio,12
82134,Santa Rosa,12
82134,Felicidad,12
82134,Sinaloa,12
82134,Lucio Valverde,12
82134,Jardines del Valle,12
82134,Los Robles,12
82134,Romanita de La Peña,12
82134,Ampliación Valle del Ejido,12
82134,Mundialista,12
82136,Montebello,12
82136,Jaripillo,12
82136,María Antonieta,12
82136,Buenos Aires,12
82137,Huertos Familiares,12
82139,Jesús Kumate,12
82139,Francisco Labastida Ochoa,12
82139,El Conchi,12
82140,López Mateos,12
82150,Olímpica,12
82150,20 de Noviembre,12
82150,El Castillo,12
82153,Antonio Toledo Corro,12
82155,Ruben Jaramillo,12
82156,Villas del Estero,12
82158,Federico Velarde,12
82158,Ampl. Lico Velarde,12
82160,Luis Echeverría Alvarez,12
82163,Burócrata,12
82164,Salvador Allende,12
82170,Constitución,12
82170,Morelos,12
82170,Ramon F Iturbide,12
82180,Benito Juárez,12
82180,Esperanza,12
82180,Jesús Garcia,12
82180,Santa Elena,12
82180,Venustiano Carranza,12
82183,Obrera Industrial,12
82185,Loma Atravesada,12
82186,Azteca,12
82186,Santa Cecilia,12
82187,San Rafael,12
82188,Anáhuac,12
82190,Lomas de las Torres,12
82190,Emiliano Zapata,12
82190,Flores Magón,12
82190,Niños Héroes,12
82190,Mazatlan I,12
82190,Ampliación Esperanza,12
82195,Mazatlán III,12
82195,Mazatlan II,12
82195,Lomas Del Porvenir,12
82195,Lomas de Cristo Rey,12
82195,Universo,12
82195,Rincón de Mazatlán,12
82195,El Pescador,12
82196,Mirasol,12
82197,Primavera,12
82198,Lomas Del Ébano,12
82198,Villas Del Sol,12
82198,Loma Bonita,12
82198,Rinconada Del Valle,12
82198,Simon Jimenez Cárdenas,12
82198,Ejidal,12
82198,Ampl. Lomas del Ébano,12
82199,Genaro Estrada Calderón,12
82206,Pedro Rodríguez,12
82210,Villa Unión Centro,12
82213,El Tronconal,12
82214,Buenavista,12
82214,Fidel Velázquez,12
82214,Alfonso G. Calderón,12
82214,Lomas de Villa Unión,12
82214,Flor de Mayo,12
82214,Agustina Ramírez,12
82214,7 de Abril,12
82215,Antonio Toledo Corro,12
82215,José López Portillo,12
82215,Renato Vega,12
82215,Ángela Peralta,12
82216,Ejidal,12
82216,11 Ríos,12
82217,Margarita Maza de Juárez,12
82217,Sixto Osuna,12
82217,Raul Osuna Burgueño,12
82217,Julio Arroyo,12
82400,Escuinapa Centro,9
82400,FOVISSSTE Buenos Aires,9
82410,Pueblo Nuevo,9
82410,INFONAVIT El Arroyo,9
82420,Francisco I. Madero,9
82420,Azteca,9
82430,Insurgentes,9
82430,El Roblito,9
82440,10 de Mayo,9
82457,INFONAVIT Las Flores,9
82457,Emiliano Zapata,9
82457,13 de Septiembre,9
82457,Solidaridad,9
82457,INFONAVIT Del Valle,9
82457,Dámaso Murua,9
82458,Villa Galaxia,9
82459,Antonio Toledo Corro,9
82459,Lázaro Cárdenas,9
82459,INFONAVIT del Mar,9
82460,Gabriel Leyva,9
82460,INFONAVIT Los Mangos,9
82460,Juvencio Aragón,9
82470,Benito Juárez,9
82478,Ampliación Benito Juárez,9
82478,Santa Lucía,9
82600,Villa de Guadalupe,4
82600,San Sebastián,4
82600,La Maravilla,4
82600,Magisterial,4
82600,Los Ranchitos,4
82600,Emiliano Zapata,4
82600,20 de Enero,4
82600,Estadio,4
82600,INFONAVIT Loma Linda,4
82600,Invies Colinas,4
82700,La Cruz Centro,8
82702,Azteca,8
82702,Arroyitos,8
82703,Colinas del Río,8
82704,Pedregal,8
82704,Loma Linda,8
82705,Ejidal,8
82706,Palos Blancos,8
82706,Víctor Manuel Quintero,8
82706,Margarita,8
82707,Miramar,8
82708,Guadalupe Victoria,8
82770,Buenos Aires,8
82786,Bellavista,8
82800,El Rosario Centro,14
82800,Anonal,14
82802,Panteón,14
82802,López Portillo,14
82803,INFONAVIT Lola Beltrán,14
82803,Genaro Estrada,14
82803,Luis Donaldo Colosio,14
82803,Ampliación Luis Donaldo Colosio,14
82804,Mecha Ardiendo,14
82804,Rubén Jaramillo,14
82804,La Cruz,14
82805,La Joya,14
82805,Pablo de Villavicencio,14
82805,El Tierral,14
82806,Vicente Guerrero,14
82806,Potreritos,14
82806,Pedro Ibarra,14
82807,Bonifacio Rojas,14
82807,Alfonso G. Calderón,14
82807,INFONAVIT Real de Minas,14
82807,Invasión los Bagres,14
82807,Juan S. Millán,14
82807,Ampliación Juan S. Millán,14
82808,Marcelo Loya,14
82808,Valle Nuevo,14
82808,Presidentes,14
82830,Francisco Quintero,14
82872,Ampliación Benito Juárez,14
82910,San Ignacio Centro,16
82912,Heraclio Bernal,16
82912,Feliciano Roque,16
82913,Azucena del Río,16
82913,El Pueblito,16
82916,La Chora (Renato Vega),16
82917,La Vega,16
82918,Labastida Ochoa,16
83000,Hermosillo Centro,30
83010,5 de Mayo,30
83010,Country Club,30
83010,Lomas Pitic,30
83010,Mediterráneo Residencial,30
83010,Los Igualados,30
83013,PEMEX,30
83013,Ferrocarrilera,30
83015,Rinconada de Nuevo León,30
83016,Cruz Gálvez,30
83020,Amapolas,30
83029,Metalera,30
83030,Cañada de los Negros,30
83040,Coloso,30
83040,El Mariachi,30
83050,El Ranchito,30
83050,Rinconada de La Cruz,30
83050,Bella Vista,30
83060,Los Naranjos,30
83067,Universidad,30
83068,Revolución II,30
83070,Del Razo,30
83070,San Juan,30
83078,Revolución I,30
83079,Casa Blanca,30
83079,Cerro de La Campana,30
83079,Villa del Pitic,30
83079,Cerrada Norwalk,30
83079,Chino Abelardo,30
83080,La Matanza,30
83089,Las Pilas,30
83090,Hacienda de La Flor,30
83100,Apolo,30
83100,Atardeceres,30
83100,Ley 57,30
83100,Popular,30
83100,Prados del Sol,30
83100,Prados de Bugambilias,30
83100,Prados de Bugambilias II,30
83100,Residencial Kino,30
83100,Cerrada del Carmen,30
83100,Privada Córdoba,30
83100,Privada Robles,30
83100,"15 ""A""",30
83103,CNOP,30
83103,Lomas de Madrid,30
83104,López Portillo,30
83104,Lomas de Linda Vista,30
83104,Arcadia,30
83104,Portón Del Arco,30
83104,Cumbres Residencial III,30
83104,Margaritas Olivos,30
83104,Valle de Santa Mónica,30
83104,Alborada,30
83104,Colinas Del Bachoco,30
83105,Jacinto López,30
83105,4 de Marzo,30
83105,San Sebastián,30
83105,Red 2000,30
83106,Insurgentes,30
83106,Villa Guadalupe,30
83106,Villa Sonora,30
83106,Villas del Cortijo,30
83106,Heberto Castillo,30
83106,Villa Del Rey,30
83110,Benito Juárez,30
83110,Mártires de Cananea,30
83110,La Primavera,30
83113,Jardines,30
83114,Eusebio Kino,30
83114,Santa Bárbara,30
83114,Villas Residencial,30
83115,Carmen Serdán,30
83115,El Cortijo UNISON,30
83115,Rincón Agradable,30
83116,Primero Hermosillo,30
83116,Norberto Ortega,30
83116,Solidaridad,30
83116,Manuel Gómez Morín,30
83116,Nueva Victoria,30
83116,Miguel Ángel Jiménez,30
83116,Francisco Romero,30
83116,Antorcha Campesina (Invasión),30
83117,Miguel Hidalgo,30
83117,Villa Bonita,30
83117,Privadas Del Bosque,30
83117,Opatas,30
83117,Cerrada Pimas,30
83117,Miguel Valencia,30
83118,La Lengueta,30
83118,Privadas del Real,30
83118,Jorge Valdez Muñoz,30
83118,Laura Alicia Frías de López Nogales,30
83118,Los Lingotes,30
83120,Las Isabeles,30
83120,Progresista,30
83120,Unión de Colonos,30
83120,Machi López,30
83120,H Ayuntamiento,30
83120,Real del Cardo,30
83125,Villa Fontana,30
83126,Conquistadores,30
83126,Cerro Colorado,30
83126,Nueva Castilla,30
83128,San Javier,30
83129,Las Aves,30
83130,Libertad,30
83130,Santa Isabel,30
83136,Choyal,30
83136,Puesta del Sol,30
83137,Las Flores,30
83137,Cuartel Zona,30
83138,Luis Encinas,30
83138,Santa María,30
83138,Sonomex Norte,30
83139,Isssteson Norte,30
83139,Las Torres,30
83139,Reforma Norte,30
83140,Bugambilia,30
83140,Jesús García,30
83140,Los Rosales,30
83144,Sacramento Residencial,30
83145,Privada Victoria,30
83146,Los Sabinos,30
83147,Cuatro Olivos,30
83147,Rosario Ibarra de Piedra,30
83148,Bachoco,30
83148,Colina Blanca,30
83148,El Dorado,30
83148,Loreto,30
83149,Francisco Villa,30
83150,Constitución,30
83150,Loma Linda,30
83150,Pitic,30
83156,Periodista,30
83156,Casero Solar,30
83157,Issste Federal,30
83159,Lomas Altas,30
83159,Cuartel Pitic,30
83160,San Luis,30
83160,Parque Industrial Pimex,30
83164,Campestre Residencial,30
83165,Cuartel XX Café Combate,30
83170,Adolfo López Mateos,30
83170,Álvaro Obregón,30
83170,Los Mirasoles,30
83170,Antonio Parada Cano,30
83170,22 de Septiembre,30
83170,Privada de los Azulejos,30
83170,Buena Vista,30
83170,Internacional,30
83170,Las Plazas,30
83170,San Bernardino,30
83170,Paseo Del Sahuaro,30
83171,Sahuaro Indeco,30
83173,La Antorcha Campesina,30
83174,Sonacer,30
83174,Rancho Bonito Residencial,30
83174,El Llanito,30
83175,Jerez Del Valle,30
83175,Nuevo Sahuaro,30
83175,Casa Bonita Residencial,30
83177,Luis Donaldo Colosio,30
83178,Camino Real,30
83178,La Misión,30
83178,Camino Real Norte,30
83178,Sahuaro Final,30
83179,Unión de Ladrilleros,30
83179,Sol Aguilar,30
83179,Condominio San Pablo,30
83179,División del Norte,30
83179,Ampliación Ladrilleras,30
83179,El Mirador (Invasión),30
83179,El Chaparral (Invasión),30
83180,Balderrama,30
83180,Olivares,30
83180,Olivares Norte,30
83188,Pimentel,30
83190,Modelo,30
83190,San Benito,30
83198,Inalámbrica,30
83200,Rincón de La Herradura,30
83200,Racquet Club I Sección Sur,30
83200,Valle Verde,30
83200,Villa Satélite,30
83200,Racquet Club II Sección Norte,30
83204,Alameda,30
83204,Torreón,30
83204,Los Canarios,30
83205,Valle Grande,30
83206,Valle Del Sol,30
83207,Valle Escondido,30
83208,La Huerta,30
83209,Valle Hermoso,30
83210,El Llano,30
83214,Quinta Emilia,30
83220,La Manga,30
83220,Real del Llano,30
83224,Nazareo Residencial,30
83224,Real de Montejo,30
83224,Compostela Residencial,30
83224,Los Santos Residencial,30
83240,Fuentes Del Mezquital,30
83240,Las Quintas,30
83240,Valle Bonito,30
83246,Mezquital Del Oro,30
83246,Paseo del Sol,30
83247,Oficinas Federales,30
83249,Santa Fe,30
83249,Seminario Residencial,30
83250,Las Granjas,30
83250,Los Arcos,30
83250,Palmar Del Sol,30
83250,Fuentes del Centenario,30
83250,El Recodo,30
83255,Real Del Arco,30
83260,Centenario,30
83260,Bernardo Esqueda,30
83260,Prados del Centenario,30
83260,San Antonio,30
83260,Isssteson Centenario,30
83270,El Malecón,30
83270,La Mosca,30
83270,Las Palmas,30
83278,ISSSTESON Colegio Lux,30
83279,Militar,30
83280,Cerro de La Cruz,30
83280,El Jito,30
83280,Emiliano Zapata,30
83280,Palo Verde,30
83280,Tiro Al Blanco,30
83280,Villa de Seris,30
83280,Villa Hermosa,30
83280,Solidaridad Vildosola,30
83280,Los Poetas,30
83284,Las Peredas,30
83284,Las Tres Reynas,30
83284,Casa Linda,30
83284,Palo Verde Indeur los Olivos,30
83284,Nueva Esperanza,30
83284,Los Girasoles,30
83284,Hacienda los Alcatraces,30
83284,Hacienda los Lirios,30
83284,Villa las Lomas,30
83284,Los Olivos,30
83284,Adolfo López Mateos,30
83285,Las Minitas,30
83285,Nueva Ilusión,30
83285,Arco Iris,30
83285,Hermosa Provincia,30
83285,San José de las Minitas,30
83285,Villa Sureña,30
83285,El Mezquite,30
83285,Cerrada de Minas,30
83285,Ejido el Buey,30
83286,Tirocapes,30
83286,Cerro Apache,30
83287,El Apache,30
83287,Nacameri,30
83287,San Ángel,30
83287,Ejido de Villa de Seris,30
83287,Las Placitas,30
83287,Camino del Seri,30
83287,Residencial Pima,30
83287,Los Tulipanes,30
83288,Montecarlo Residencial,30
83288,Mónaco Privadas Residenciales,30
83288,Las Praderas IV,30
83288,Las Praderas Norte,30
83288,Las Praderas Sur (FOVISSSTE),30
83289,Las Villas,30
83290,Piedra Bola (Pedregal de la Villa),30
83290,Y Griega,30
83293,Akiwiki,30
83293,Lomas Del Mirador,30
83293,Las Lomas Del Sol,30
83293,Las Lomas Del Sur,30
83293,Las Lomas Sección los Manzanos,30
83293,Central de Abastos,30
83293,Las Lomas de Cortes,30
83293,Las Lomas Sección Bonita,30
83293,Las Lomas Sección Castaños,30
83293,Las Lomas Privada las Lomas,30
83293,Las Lomas Sección El Paraíso,30
83293,Las Lomas Privada Del Bosque,30
83293,Las Lomas Real Del Parque,30
83294,Cuauhtémoc,30
83294,Los Álamos,30
83294,Rincón Del Marquez,30
83295,Adolfo de La Huerta,30
83295,Comercial Cedros,30
83306,La Cruz,30
83310,Los Pinos (Adolfo López Mateos),30
83323,Rosalío Parra,30
83334,Santa Elvira,30
83336,El Progreso,30
83340,Bahía de Kino Centro,30
83342,Carnavalito,30
83342,Artesanos,30
83342,De la Cruz,30
83342,Las Fuentes,30
83342,Lázaro Cárdenas,30
83342,Miguel Hidalgo,30
83343,Alcatraz,30
83343,Mediterráneo,30
83343,Primavera,30
83343,Lomas de Kino,30
83343,Luis Donaldo Colosio,30
83344,Miguel Alemán (La Doce) Centro,30
83346,Aguayo Porchas,30
83346,Pueblo Unido,30
83347,INFONAVIT,30
83347,Jesús Garcia,30
83347,26 de Octubre,30
83347,Luis Donaldo Colosio,30
83347,Guadalupe Victoria,30
83347,Las Granjas,30
83347,Manuel J Clouthier,30
83348,Antonio Méndez,30
83348,Las Palmas,30
83348,Lázaro Cárdenas,30
83348,Salvador Alvarado,30
83349,Emiliano Zapata,30
83349,Insurgentes,30
83349,Nuevo Triunfo,30
83349,Nueva Esperanza,30
83383,El Chamizal,20
83384,Ferrocarril,20
83400,San Luis Río Colorado Centro,55
83403,Del Río,55
83420,Bellavista,55
83420,La Mesa,55
83420,Oasis,55
83430,Alameda,55
83447,Jalisco,55
83450,Burócrata,55
83458,Progreso,55
83459,10 de Abril,55
83479,Aeropuerto,55
83479,La Grullita,55
83480,Del Bosque,55
83487,Libertad,55
83488,Mezquite,55
83496,Solidaridad,55
83497,Reforma,55
83498,México,55
83498,Nuevo San Luis,55
83499,Campestre,55
83499,Villa Colonial,55
83500,Guadalupe,55
83503,Los Olivos,55
83504,Villa Florida,55
83550,Puerto Peñasco Centro,48
83553,Oriente,48
83553,Parque Industrial,48
83553,Luis Donaldo Colosio,48
83553,Nuevo Peñasco,48
83553,Josefa Ortiz de Dominguez,48
83553,Nueva Aurora,48
83553,El Carcamo,48
83553,La Termoeléctrica,48
83554,Puerto,48
83554,Benito Juárez,48
83554,ISSFAM,48
83554,Recinto Portuario,48
83554,Las Conchas,48
83554,Desarrollo Del Mar,48
83554,Playa Dorada,48
83554,Cerro La Ballena,48
83555,Ferrocarrilero,48
83555,Obrera,48
83555,Bella Vista,48
83556,José López Portillo,48
83556,Nueva,48
83556,Lomas Campestres,48
83556,Brisas Del Mar,48
83556,Nueva Esperanza,48
83556,Deportiva,48
83556,La Herradura,48
83557,San Rafael,48
83557,San Rafael (El Choyal),48
83560,Concretos Gocasa,48
83565,Aceves,48
83565,Agua Zarca,48
83566,Playa la Joya,48
83570,Sonoyta Centro,70
83573,La Presa,70
83573,La Copa,70
83574,Hombres Blancos,70
83575,Obregón,70
83575,Sahop,70
83575,Burócrata,70
83577,La Ganadera,70
83577,Vivah,70
83584,Aduana San Emeterio,70
83600,Heroica Caborca Centro,17
83610,Aviación,17
83610,La Huerta,17
83620,Deportiva,17
83621,Eleazar Ortiz,17
83624,Santa Cecilia,17
83624,Ampliación Santa Cecilia,17
83624,Nueva Santa Cecilia,17
83630,Lázaro Cárdenas,17
83630,San Rafael,17
83630,La Esperanza,17
83634,Burócrata,17
83634,Niños Héroes,17
83634,Bonito,17
83634,Infonavit Bugambilias,17
83634,Palma Dorada Sección Mallorca,17
83640,Industrial,17
83640,Industrial,17
83650,Francisco Villa,17
83650,Tierra Blanca,17
83660,Contreras,17
83660,Agronómica,17
83660,INFONAVIT Benito Juárez,17
83663,El Cerrito,17
83663,Tierra Blanca,17
83663,El Ventarrón,17
83664,Aurora,17
83664,Fernando Honorato Pino,17
83664,Ladrillera,17
83664,Misiones de Kino Infonavit,17
83664,Infonavit San Javier,17
83665,Infonavit Ventarrón,17
83665,Infonavit Jose Maria Girón,17
83666,Armando Reyna,17
83670,Lizárraga,17
83680,Pueblo Viejo,17
83680,Kino Infonavit,17
83680,Los Jardines,17
83680,Doctores,17
83690,El Alto,17
83690,Pagasa,17
83690,5 de Mayo,17
83695,Las Granjas,17
83695,Arcos de Lee,17
83720,La Almita,17
83730,Las Torres,17
83733,Cecytes,17
83735,Los Laureles,17
83750,Altar Centro,4
83753,Buenos Aires,4
83753,Benito Juárez,4
83754,Las Lomas,4
83754,De Arriba,4
83755,La Otra Banda,4
83756,Valle Del Sol,4
83756,De Abajo,4
83757,Magisterial,4
83757,Niños Heroes,4
83903,San Fernando,16
83904,Infonavit,16
83906,Jesús Siqueiros,16
83907,Fundo Legal,16
83907,Ferrocarril,16
83931,El Ocuca,64
83960,Barrio Zaragoza,47
83960,INFONAVIT San Diego,47
83960,Barrio Guadalupe,47
83960,Bellavista,47
83960,Barrio Luz Molina,47
83960,Las Pilas,47
83990,Desemboque de los Seris (El Desemboque),47
84000,Heroica Nogales Centro,43
84010,Buenos Aires,43
84014,Embarcaderos,43
84015,Benito Juárez,43
84017,Lázaro Cárdenas,43
84018,Buenos Aires Este,43
84020,Del Rosario,43
84020,Lomas de Fátima,43
84020,Pima I,43
84024,Pima II,43
84024,FOVISSSTE II,43
84030,Fundo Legal,43
84030,Héroes,43
84030,Municipal,43
84030,Félix B Peñaloza,43
84035,Artículo 27,43
84040,Los Sauces,43
84040,CTS CROC,43
84046,Del Valle II,43
84046,Del Valle I,43
84046,Del Valle III,43
84047,Altamira,43
84048,Obrera,43
84050,Chulavista,43
84055,Moderna,43
84060,Bolívar,43
84060,Esperanza,43
84063,Kennedy,43
84063,Del Rastro,43
84063,Las Torres,43
84063,Jardines de La Montaña,43
84063,Hermanos Flores Magón,43
84064,Buenavista,43
84064,Los Encinos,43
84064,Sierra Vista,43
84064,Rancho Contento,43
84064,Rincón Alegre,43
84065,Granja,43
84065,Los Tapiros,43
84065,Manlio Fabio Beltrones,43
84066,Kalitea,43
84066,El Greco,43
84066,Luis Donaldo Colosio,43
84069,Canoas,43
84074,Empalme,43
84074,Oaxaca,43
84075,Villa Señor,43
84076,Leandro Valle,43
84076,Ignacio Zaragoza,43
84076,Rosarito,43
84076,Veracruz,43
84076,Rosarito II,43
84076,Colinas del Sol,43
84080,Lomas de Nogales,43
84080,Pueblo Nuevo,43
84080,Belisario Domínguez,43
84085,Los Álamos,43
84086,Bellavista,43
84090,Los Virreyes,43
84090,Solidaridad,43
84090,Santa Lucía,43
84093,Villa Sonora,43
84094,Siglo XXI,43
84094,Nuevo Nogales,43
84094,Zona Fiscal,43
84100,La Arizona (La Hacienda),43
84110,Mascareña (Casas del Ferrocarril),43
84116,Cíbuta,43
84120,Imuris Centro,35
84123,Plutarco Elias,35
84123,Leandro Valle,35
84123,Pueblo Nuevo,35
84124,Solidaridad,35
84124,El Sahuaral,35
84124,El Vivero,35
84125,El Rastro,35
84125,El Estadio,35
84125,Revolución,35
84125,La Victoria,35
84125,Aviación,35
84126,La Estación,35
84136,La Mesa,35
84136,Terrenate,35
84136,Cañada del Diablo,35
84160,Magdalena de Kino Centro,36
84160,Lomas de Kino,36
84160,Fátima,36
84160,INFONAVIT I,36
84160,La Madera,36
84160,La Antena,36
84160,La Victoria,36
84160,La Choya,36
84160,El Mirasol,36
84160,El Polvorín,36
84160,Garcia Barragán,36
84160,San Felipe,36
84160,El Mirador,36
84160,Los Rosales,36
84160,San Martin,36
84160,La Industria,36
84160,Guadalupe Madrid,36
84164,Ferrocarril,36
84166,El Rastro,36
84167,El Sasabe,36
84175,Los Rosales,36
84180,Naco Centro,39
84183,Jesús García,39
84183,San José,39
84184,Minerva,39
84184,Barrio de La Cruz,39
84184,Infonavit Colima Sol,39
84184,Barrio Nuevo,39
84185,Cerro La Cruz,39
84185,Los Arcos,39
84185,Colosio,39
84185,Los Encinos,39
84186,Pancho García,39
84187,Santa Cruz,39
84187,Ejidal,39
84200,Agua Prieta Centro,2
84210,Ferrocarril,2
84210,Sector Industrial,2
84220,Militar,2
84230,Obrera,2
84230,Deportiva,2
84230,El Alamito INFONAVIT,2
84230,Lomas del Sol,2
84230,Cueva de los Leones,2
84230,Las Praderas,2
84240,Jesús García,2
84250,Nueva,2
84259,Ejidal,2
84259,Ladrillera,2
84259,Tres Caminos,2
84259,Ladrillera II,2
84259,Solidaridad,2
84260,Vallarta,2
84260,Esperanza,2
84267,Vildosola,2
84267,Instituto Tecnológico,2
84267,Armando López Nogales,2
84269,Bicentenario,2
84269,INFONAVIT Industrial,2
84269,Pueblo Nuevo,2
84269,Magisterial,2
84269,Beltrones,2
84269,Ejidal II,2
84269,Buenos Aires,2
84269,Las Colinas,2
84269,Querobabi,2
84270,Manuel J Clouthier,2
84270,Acapulco,2
84270,Luis Donaldo Colosio,2
84270,Salsipuedes,2
84270,Burócrata,2
84270,Los Cipreses,2
84270,San Ángel,2
84279,Nuevo Progreso,2
84279,Bachicuy,2
84300,Colonia Morelos,2
84300,El Fresno,2
84320,Ferrocarril,27
84320,Molino,27
84320,Yaqui,27
84320,Ejidal,27
84323,Balcón,27
84330,Esqueda Centro,27
84333,Infonavit,27
84333,Los Álamos,27
84334,Ejidal,27
84334,Minera,27
84335,Del Río,27
84335,Valle,27
84336,El Bajío,27
84340,Las Torres,41
84340,Nacozari de García Centro,41
84340,Cantera 2,41
84340,Cantera 1,41
84340,Puesta Del Sol,41
84340,Lomas Nuevas,41
84340,Lomas de Nacozari,41
84340,Tepupa,41
84346,Satélite Tres,41
84347,El Globo,41
84415,Juribana,31
84445,El Sauz,40
84483,San Martín,8
84484,San Juan,8
84485,San Marcos,8
84486,San Luis,8
84500,Cumpas,23
84503,Norte,23
84504,La Loma,23
84505,Los Mochis,23
84506,Pedregoza,23
84507,Los Huitos,23
84510,Bella Esperanza,23
84533,Buscuchi,32
84534,Nuevo,32
84535,Basuchon,32
84536,La Isla,32
84560,Moctezuma,38
84563,Coplamar,38
84563,La Loma,38
84563,Samuel Ocaña,38
84564,Esperanza,38
84564,La Joya,38
84564,San Martín,38
84565,El Parian,38
84565,La Pila,38
84566,Las Liebre,38
84566,Lomas del Pedregal,38
84567,Reforma,38
84600,Santa Ana Centro,58
84600,Bellavista,58
84600,Kilómetro 106,58
84600,Infonavit 2,58
84600,El Mirador,58
84600,La Loma,58
84600,Los Arcos,58
84600,Fátima,58
84600,Las Playitas,58
84600,3 Imágenes,58
84600,V 8,58
84600,La Terracita,58
84600,Del Rio,58
84600,Fovissste,58
84600,Lomas de Santa Ana,58
84600,La Granja,58
84603,Santa Ana Viejo,58
84620,Heroica Ciudad de Cananea Centro,19
84622,Cananea Vieja,19
84622,Cananea Vieja Sección Sur,19
84622,El Peñascal,19
84622,El Llanito,19
84622,El Volteadero,19
84622,Mesa de Garibay,19
84622,Petroleros,19
84622,Leyes de Reforma,19
84622,Barrilito,19
84622,La Estación,19
84622,Petroleros 2,19
84622,Fucuy,19
84623,Burócrata,19
84623,Lindavista,19
84623,Minera Sección Oeste,19
84623,Industrial,19
84623,Mártires de Cananea,19
84623,Agropecuaria,19
84623,Valle Del Cobre,19
84623,Los Hangares,19
84623,Valle Grande,19
84623,Santa Teresa,19
84623,Leyes de Reforma II,19
84623,Nuevo Cananea,19
84623,Napoleón Gómez Zada,19
84623,El Dorado,19
84623,Boulevard,19
84623,Río Blanco,19
84623,La Empacadora,19
84623,Nuevo Buenavista,19
84623,Valle Dorado,19
84623,Magisterio,19
84623,1 de Junio,19
84623,Cañada del Sol,19
84624,El Ronquillo,19
84624,Mesa Sur,19
84624,Planta Nueva,19
84624,H Ayuntamiento,19
84624,El Romerillo,19
84624,Campestre,19
84624,Los Pinos,19
84624,Minera Sección Este,19
84624,Recintos del Cobre,19
84624,Campestre Oriente,19
84624,Tres Marías,19
84624,Estadio,19
84624,San Isidro,19
84624,Cementerio Viejo,19
84624,Santo Niño,19
84624,El Hoyo,19
84624,Monarca,19
84624,Mesa Norte,19
84624,Correo,19
84624,El Green,19
84624,Fortín,19
84624,El Faro,19
84640,Arizpe Centro,6
84640,El Alamito,6
84640,Loma Sur,6
84640,Pueblito de Ures,6
84640,Nuevo Arizpe,6
84683,Los Pinos,11
84710,Nuevo Tepupa,57
84863,Porvenir,34
84864,Sur,34
84865,Norte,34
84874,Ranchito de Huépac,34
84900,San Pedro de Ures (San Pedro),66
84900,Heroica Ciudad de Ures Centro,66
84943,Loma Norte,14
84944,Panteón,14
84945,Loma Sur,14
85000,Ciudad Obregón Centro,18
85000,Urbanizable I,18
85000,Urbanizable 2,18
85000,Urbanizable 3,18
85000,Urbanizable 4,18
85000,Urbanizable 5,18
85000,Urbanizable 7,18
85010,Real del Sol Ampliación,18
85019,Obregón Norte Ampliación,18
85019,Obregón Norte,18
